315823103,2016-11-03 15:15:51.392000000
315823103,2016-11-03 15:17:51.368000000
315823103,2016-11-03 15:23:51.371000000
288675562,2016-11-03 15:39:51.378000000
315823103,2016-11-03 15:43:51.379000000
315823103,2016-11-10 11:52:45.980000000
315823103,2016-11-10 11:56:45.986000000
315823103,2016-11-10 11:58:45.986000000
315823103,2016-11-10 12:08:45.991000000
315823103,2016-11-10 12:12:45.993000000
315823103,2016-11-10 12:14:45.993000000
315823103,2016-11-10 12:16:45.996000000
315823103,2016-11-10 12:22:43.099000000
315823103,2016-11-10 12:36:51.333000000
840665474,2016-11-10 12:36:51.333000000
315823103,2016-11-10 13:54:51.366000000
228815358,2016-11-10 13:56:51.367000000
822038636,2016-11-10 13:56:51.367000000
148318821,2016-11-10 13:58:51.368000000
288675562,2016-11-10 13:58:51.368000000
315823103,2016-11-10 14:00:51.368000000
315823103,2016-11-10 14:02:51.369000000
315823103,2016-11-10 14:04:51.370000000
315823103,2016-11-10 14:06:51.371000000
315823103,2016-11-10 14:08:51.372000000
315823103,2016-11-10 14:10:51.381000000
315823103,2016-11-10 14:12:51.381000000
315823103,2016-11-10 14:32:28.278000000
315823103,2016-11-16 14:30:51.874000000
315823103,2016-11-16 15:08:52.012000000
315823103,2016-11-16 15:12:52.028000000
315823103,2016-11-16 15:14:52.042000000
315823103,2016-11-16 15:22:52.074000000
315823103,2016-11-16 15:26:52.089000000
315823103,2016-11-16 15:28:52.095000000
315823103,2016-11-16 15:34:19.664000000
840665474,2016-11-16 15:34:19.664000000
228815358,2016-11-16 15:36:19.644000000
315823103,2016-11-16 15:36:19.644000000
840665474,2016-11-16 15:36:19.644000000
315823103,2016-11-16 15:45:16.849000000
315823103,2016-11-16 15:47:16.849000000
315823103,2016-11-16 15:49:16.850000000
315823103,2016-11-16 15:55:16.852000000
228815358,2016-11-16 16:22:17.189000000
315823103,2016-11-16 16:22:17.189000000
840665474,2016-11-16 16:22:17.189000000
315823103,2016-11-16 16:50:17.200000000
315823103,2016-11-16 17:00:17.204000000
315823103,2016-11-16 17:14:17.210000000
315823103,2016-11-16 17:16:17.211000000
315823103,2016-11-16 17:18:17.212000000
315823103,2016-11-16 17:20:17.213000000
840665474,2016-11-16 17:22:17.214000000
315823103,2016-11-17 09:50:16.138000000
315823103,2016-11-17 09:52:16.119000000
